species_indonesia,species_english,nama_latin,nama_daerah,kelompok,jenis_perairan,jenis_konsumsi,jenis_hias,jenis_dilindungi,prioritas,search_keywords,min_images
Lidah hitam,common sole,Solea solea,sebelah,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Solea solea ; Solea solea fish ; ikan Lidah hitam ; common sole fish,100
Lidah jaring,network sole,Achirus scutum,,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Achirus scutum ; Achirus scutum fish ; ikan Lidah jaring ; network sole fish,100
Lidah lumpur,fourlined tonguesole,Cynoglossus bilineatus,ilat-ilat; tatahan; lidah pasir; akpaak [madura]; lacileh; ikan sebelah; sebelah; lila; opang; empastoe; lempa; para-para lacen,Lidah,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Cynoglossus bilineatus ; Cynoglossus bilineatus fish ; ikan Lidah lumpur ; fourlined tonguesole fish,100
Lidah ovate,ovate sole,Solea ovata,kleket; ilat-ilat,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Solea ovata ; Solea ovata fish ; ikan Lidah ovate ; ovate sole fish,100
Lidah velvety,velvety sole,Brachirus villosus,,Lidah,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Brachirus villosus ; Brachirus villosus fish ; ikan Lidah velvety ; velvety sole fish,100
Lidah zebra,highfin zebra sole,Zebrias altipinnis,kleket; ilat-ilat,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Zebrias altipinnis ; Zebrias altipinnis fish ; ikan Lidah zebra ; highfin zebra sole fish,100
Lindi,slender walking catfish,Clarias nieuhofi,lindi (jakarta);leundi (jawa barat); limabat (sumatera); kaleh (kalimantan),Lele,TAWAR,KONSUMSI,NON HIAS,TIDAK,HIGH,Clarias nieuhofi ; Clarias nieuhofi fish ; ikan Lindi ; slender walking catfish fish,100
Lintah,leech,Hemiclepsis marginata,,Lintah,TAWAR,NON KONSUMSI,NON HIAS,TIDAK,HIGH,Hemiclepsis marginata ; Hemiclepsis marginata fish ; ikan Lintah ; leech fish,100
Lintah medis,asian buffalo leech,Hirudo manilensis ; Hirudo medicinalis,,Lintah,TAWAR,NON KONSUMSI,NON HIAS,TIDAK,HIGH,Hirudo manilensis ; Hirudo manilensis fish ; Hirudo medicinalis ; Hirudo medicinalis fish ; ikan Lintah medis ; asian buffalo leech fish,100
Lobster,blue mexican crayfish,Cambarellus diminutus ; Homarus americanus ; Homarus gammarus ; Ibacus peronii ; Jasus edwardsii ; Panulirus argus ; Puerulus sewelli,tidak ada di indonesia,Lobster,TAWAR,KONSUMSI,HIAS,TIDAK,HIGH,Homarus americanus ; Homarus americanus fish ; Homarus gammarus ; Homarus gammarus fish ; Ibacus peronii ; Ibacus peronii fish ; Jasus edwardsii ; Jasus edwardsii fish ; Panulirus argus ; Panulirus argus fish ; Puerulus sewelli ; Puerulus sewelli fish ; Cambarellus diminutus ; Cambarellus diminutus fish ; ikan Lobster ; canada lobsters fish,100
Lobster air tawar,tropical blue crayfish; red claw crayfish,Cherax albertisii ; Cherax quadricarinatus,huna (irian); huna australia,Lobster,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Cherax albertisii ; Cherax albertisii fish ; Cherax quadricarinatus ; Cherax quadricarinatus fish ; freshwater lobster fish ; ikan Huna capit merah ; ikan Lobster air tawar ; tropical blue crayfish; red claw crayfish fish,100
Lobster bambu,painted spiny lobster;,Panulirus versicolor,lobster kendal,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Panulirus versicolor ; Panulirus versicolor fish ; ikan Lobster bambu ; painted spiny lobster; fish,100
Lobster bambu coklat,grasy-blue spiny lobster; mud spiny lobster,Panulirus polyphagus,lobster jarak,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Panulirus polyphagus ; Panulirus polyphagus fish ; ikan Lobster pakistan ; grasy-blue spiny lobster; mud spiny lobster fish,100
Lobster batik,stripe-leg spiny lobster,Panulirus femoristriga ; Panulirus longipes,bintik seribu; lobster batik; raja udang; udang bunga,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Panulirus femoristriga ; Panulirus femoristriga fish ; Panulirus longipes ; Panulirus longipes fish ; ikan Lobster batik ; stripe-leg spiny lobster fish,100
Lobster batu,pronghorn spiny lobster,Panulirus penicillatus,,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Panulirus penicillatus ; Panulirus penicillatus fish ; ikan Lobster batu ; pronghorn spiny lobster fish,100
Lobster bireng,scalloped spiny lobster,Panulirus homarus,,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Panulirus homarus ; Panulirus homarus fish ; ikan Lobster pasir ; scalloped spiny lobster fish,100
Lobster karang,mexican dwarf crayfish,Cambarellus patzcuarensis ; Cambarellus texanus ; Procambarus clarkii,lobster meksiko,Lobster,TAWAR,KONSUMSI,HIAS,TIDAK,HIGH,Procambarus clarkii ; Procambarus clarkii fish ; Cambarellus patzcuarensis ; Cambarellus patzcuarensis fish ; Cambarellus texanus ; Cambarellus texanus fish ; ikan Lobster karang ; red swamp crayfish fish,100
Lobster kipas,caledonian mitten lobster,Pambacus caleodonicus ; Scyllarides squammosus ; Thenus orientalis,lobster kipas; udang kipas merah,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Scyllarides squammosus ; Scyllarides squammosus fish ; Pambacus caleodonicus ; Pambacus caleodonicus fish ; Thenus orientalis ; Thenus orientalis fish ; ikan Lobster kipas ; blunt slipper lobster fish,100
Lobster kipas hitam,sculptured mitten lobster,Parribacus antarchicus,,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Parribacus antarchicus ; Parribacus antarchicus fish ; ikan Lobster kipas hitam ; sculptured mitten lobster fish,100
Lobster merah,indo-pacific furry lobster; red furry lobster,Palinurellus wieneckii,lobster merah,Lobster,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Palinurellus wieneckii ; Palinurellus wieneckii fish ; ikan Lobster merah ; indo-pacific furry lobster; red furry lobster fish,100
Lobster mexico,mini mexican crayfish,Procambarus mexicanus,,Lobster,"TAWAR, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Procambarus mexicanus ; Procambarus mexicanus fish ; ikan Lobster mexico ; mini mexican crayfish fish,100
Lobster mutiara,ornate spiny lobster,Panulirus ornatus,udang ketangan,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Panulirus ornatus ; Panulirus ornatus fish ; ikan Lobster mutiara ; ornate spiny lobster fish,100
Lobster norway,norway lobster,Nephrops norvegicus,,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Nephrops norvegicus ; Nephrops norvegicus fish ; ikan Lobster norway ; norway lobster fish,100
Lobster zebra,crayfish; asian tiger lobster,Cherax misolicus,lobster zebra,Lobster,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,HIGH,Cherax misolicus ; Cherax misolicus fish ; ikan Lobster zebra ; crayfish; asian tiger lobster fish,100
Lola,top shell; commercial top,Rochia nilotica,susu bundar,Kerang,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Rochia nilotica ; Rochia nilotica fish ; ikan Lola ; top shells fish,100
Lola putih,troque obelisque,Tectus pyramis,,Kerang,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Tectus pyramis ; Tectus pyramis fish ; ikan Lola putih ; troque obelisque fish,100
Lombok swallowtail,lombok swallowtail,Odontanthias randalli,kerapu,Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Odontanthias randalli ; Odontanthias randalli fish ; ikan Lombok swallowtail ; lombok swallowtail fish,100
Longfin perchlet,longfin perchlet,Plectranthias longimanus,,Kerapu,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Plectranthias longimanus ; Plectranthias longimanus fish ; ikan Longfin perchlet ; longfin perchlet fish,100
Longnose gar,longnose gar,Lepisosteus osseus,,Aligator,"PAYAU, TAWAR",NON KONSUMSI,HIAS,TIDAK,HIGH,Lepisosteus osseus ; Lepisosteus osseus fish ; ikan Longnose gar ; longnose gar fish,100
Lukas,signal barb,Labiobarbus festivus,lukas; lambak,Barbus,TAWAR,NON KONSUMSI,HIAS,TIDAK,HIGH,Labiobarbus festivus ; Labiobarbus festivus fish ; ikan Lukas ; signal barb fish,100
Lumba-lumba abu-abu,rissoss dolphin,Grampus griseus ; Tursiop aduncus,lumba-lumba hidung botol indo-pasifik; lumba-lumba hidung botol samudera hindia; lumba-lumba risso,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,HIGH,Grampus griseus ; Grampus griseus fish ; Tursiop aduncus ; Tursiop aduncus fish ; ikan Lumba-lumba abu-abu ; rissoss dolphin fish,100
Lumba-lumba bergaris,striped dolphin,Stenella coeruleoalba,lumba-lumba garis,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,HIGH,Stenella coeruleoalba ; Stenella coeruleoalba fish ; ikan Lumba-lumba bergaris ; striped dolphin fish,100
Lumba-lumba biasa,short beaked common dolphin,Delphinus delphis,lumba-lumba moncong pendek,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,HIGH,Delphinus delphis ; Delphinus delphis fish ; ikan Lumba-lumba biasa ; short beaked common dolphin fish,100
Lumba-lumba fraser,fraser dolphin,Lagenodelphis hosei,lumba-lumba fraser,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,HIGH,Lagenodelphis hosei ; Lagenodelphis hosei fish ; ikan Lumba-lumba fraser ; fraser dolphin fish,100
Lumba-lumba gigi kasar,rough toohed dolphin,Steno bredanensis,lumba-lumba gigi pasar,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,HIGH,Steno bredanensis ; Steno bredanensis fish ; ikan Lumba-lumba gigi kasar ; rough toohed dolphin fish,100
Lumba-lumba hidung botol,bottlenose dolphin,Tursiops truncatus,lumba-lumba hidung botol biasa,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,HIGH,Tursiops truncatus ; Tursiops truncatus fish ; ikan Lumba-lumba hidung botol ; bottlenose dolphin fish,100
Lumba-lumba moncong panjang,long beaked common dolphin,Delphinus capensis,lumba-lumba moncong panjang,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,HIGH,Delphinus capensis ; Delphinus capensis fish ; ikan Lumba-lumba moncong panjang ; long beaked common dolphin fish,100
Lumba-lumba paruh panjang,spinner dolphin,Stenella longirostris,lumba-lumba pemintal,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,HIGH,Stenella longirostris ; Stenella longirostris fish ; ikan Lumba-lumba paruh panjang ; spinner dolphin fish,100
Lumba-lumba paus kanan,southern right whale,Lissodelphis peronii,,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,HIGH,Lissodelphis peronii ; Lissodelphis peronii fish ; ikan Lumba-lumba paus kanan ; southern right whale fish,100
Lumba-lumba putih,indo-pasific humpback dolphin,Sausa chinensis ; Sousa chinensis,lumba lumba punggung bungkuk indo pasifil; lumba-lumba babi laut; lumba-lumba putih china; lumba-lumba totol,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,TIDAK,HIGH,Sousa chinensis ; Sousa chinensis fish ; Sausa chinensis ; Sausa chinensis fish ; ikan Lumba-lumba putih ; indo-pacific humpback dolphin fish,100
Lumba-lumba tak bersirip,finless porpoises,Neophocaena phocaenoides,lumba-lumba tanpa sirip,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,HIGH,Neophocaena phocaenoides ; Neophocaena phocaenoides fish ; ikan Lumba-lumba tak bersirip ; finless porpoises fish,100
Lumba-lumba totol,pantropical spotted dolphin,Stenella attenuata,lumba-lumba bercak,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,HIGH,Stenella attenuata ; Stenella attenuata fish ; ikan Lumba-lumba totol ; pantropical spotted dolphin fish,100
Lumbalumba hidung botol indopasifik,acific ottlenose olphin,Tursiops Aduncus,,LUMB,LAUT,,,YA,HIGH,Tursiops Aduncus ; Tursiops Aduncus fish ; ikan Lumbalumba hidung botol indopasifik ; acific ottlenose olphin fish,100
Luna kerang,pila globosa,Pila globosa,,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,HIGH,Pila globosa ; Pila globosa fish ; ikan Luna kerang ; pila globosa fish,100
Madidihang,yellowfin tuna,Thunnus albacares,gelang kawung; balang kuni; gantarangang; paÃƒÂ¡k; pukeu; rambayan; sisek kuneng;,Tuna,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Thunnus albacares ; Thunnus albacares fish ; ikan Tuna sirip kuning ; yellowfin tuna fish,100
Makerel atlantik,atlantic mackerel,Scomber scombrus,,Kembung,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Scomber scombrus ; Scomber scombrus fish ; ikan Makerel atlantik ; atlantic mackerel fish,100
Makerel jack jepang,japanese jack mackerel,Trachurus japonicus,,Slengseng,"LAUT, PAYAU",KONSUMSI,HIAS,TIDAK,HIGH,Trachurus japonicus ; Trachurus japonicus fish ; ikan Makerel jack jepang ; japanese jack mackerel fish,100
Makerel kuda,horse mackerel,Trachurus trachurus,,Slengseng,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Trachurus trachurus ; Trachurus trachurus fish ; ikan Makerel kuda ; horse mackerel fish,100
Makerel pasifik,chub mackerel,Scomber japonicus,,Kembung,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Scomber japonicus ; Scomber japonicus fish ; ikan Makerel pasifik ; chub mackerel fish,100
Makerel ular,snake mackerel,Gempylus serpens,gelang ruyung,Mackerel,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Gempylus serpens ; Gempylus serpens fish ; ikan Makerel ular ; snake mackerel fish,100
Mandarin benteguri,benteguri dragonet,Repomucenus beniteguri,,Mandarin,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Repomucenus beniteguri ; Repomucenus beniteguri fish ; ikan Mandarin benteguri ; benteguri dragonet fish,100
Mandarin datar kapuran,richardsoni dragonet,Repomucenus richardsonii,,Mandarin,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Repomucenus richardsonii ; Repomucenus richardsonii fish ; ikan Mandarin datar kapuran ; richardsoni dragonet fish,100
Manggabai,tank goby,Glossogobius giuris,belosoh,Gobi,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Glossogobius giuris ; Glossogobius giuris fish ; ikan Manggabai ; tank goby fish,100
Many-banded pipefish,many-banded pipefish,Dunckerocampus multiannulatus,,Pipefish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Dunckerocampus multiannulatus ; Dunckerocampus multiannulatus fish ; ikan Many-banded pipefish ; many-banded pipefish fish,100
Manyung besar,giant catfish,Arius thalassinus ; Netuma thalassina,barukang; budun; duri padi; duri utek; duri utik; gaguk putih; gugup; jaan; jahan; mangmung; manyong; manyung kerbo; wais,Manyung,"PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Arius thalassinus ; Arius thalassinus fish ; Netuma thalassina ; Netuma thalassina fish ; ikan Manyung besar ; giant catfish fish,100
Manyung dull hard head,dull hard head catfish,Brustiarius solidus,,Manyung,"PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Brustiarius solidus ; Brustiarius solidus fish ; ikan Manyung dull hard head ; dull hard head catfish fish,100
Manyung hitam,blacktip sea catfish,Plicofollis dussumieri,gaguk hitam,Manyung,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Plicofollis dussumieri ; Plicofollis dussumieri fish ; ikan Manyung hitam ; blacktip sea catfish fish,100
Manyung roundsnot,roundsnot sea catfish,Netuma bilineata,manyung; cotek; keting,Manyung,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Netuma bilineata ; Netuma bilineata fish ; ikan Manyung roundsnot ; roundsnot sea catfish fish,100
Manyung salmon,salmon catfish,Neoarius leptaspis,,Manyung,"PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Neoarius leptaspis ; Neoarius leptaspis fish ; ikan Manyung salmon ; salmon catfish fish,100
Manyung stirlings hardhead,stirlings hard--head catfish,Nemapteryx armiger,,Manyung,"PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Nemapteryx armiger ; Nemapteryx armiger fish ; ikan Manyung stirlings hardhead ; stirlings hard--head catfish fish,100
Manyung threadfin,threadfin sea catfish,Arius arius,sembilan,Manyung,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Arius arius ; Arius arius fish ; ikan Manyung threadfin ; threadfin sea catfish fish,100
Manyung utik,roughback sea catfish,Plicofollis tonggol,,Manyung,"PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Plicofollis tonggol ; Plicofollis tonggol fish ; ikan Manyung utik ; roughback sea catfish fish,100
Marble-mouthed frogfish,marble-mouthed frogfish,Lophiocharon lithinostomus,,Ikan kodok,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lophiocharon lithinostomus ; Lophiocharon lithinostomus fish ; ikan Marble-mouthed frogfish ; marble-mouthed frogfish fish,100
Marilyna darwinii,marilyna darwinii,Marilyna darwinii,,Buntal,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Marilyna darwinii ; Marilyna darwinii fish ; ikan Marilyna darwinii ; marilyna darwinii fish,100
Marlin loreng,striped marlin,Tetrapturus audax,setuhuk loreng,Marlin,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Tetrapturus audax ; Tetrapturus audax fish ; ikan Marlin loreng ; striped marlin fish,100
Marmoyo,indian driftfish,Ariomma indica,petek bayem,Galuh,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Ariomma indica ; Ariomma indica fish ; ikan Marmoyo ; indian driftfish fish,100
Masked puffer,masked puffer,Arothron diadematus,,Buntal,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Arothron diadematus ; Arothron diadematus fish ; ikan Masked puffer ; masked puffer fish,100
Mata besar,alfonsino,Beryx decadactylus ; Cookeolus japonicus ; Sebastolobus alascanus ; Sebastolobus macrochir,,Mata besar,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Beryx decadactylus ; Beryx decadactylus fish ; Sebastolobus alascanus ; Sebastolobus alascanus fish ; Sebastolobus macrochir ; Sebastolobus macrochir fish ; Cookeolus japonicus ; Cookeolus japonicus fish ; ikan Mata besar ; alfonsino fish,100
Mata besar karang,bigeye sea perch,Helicolenus barathri,geurape brinchek itam; kerapu karang; keyapu,Mata besar,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Helicolenus barathri ; Helicolenus barathri fish ; ikan Mata besar karang ; bigeye sea perch fish,100
Mata lebar,banded ilisha,Ilisha striatula,,Sarden,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Ilisha striatula ; Ilisha striatula fish ; ikan Kemprit ; banded ilisha fish,100
Mata sebelah,javan flounder,Pseudorhombus javanicus,,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Pseudorhombus javanicus ; Pseudorhombus javanicus fish ; ikan Mata sebelah ; javan flounder fish,100
Matahari,aornte emperor,Lethrinus ornatus,lencan matahari; asual; ija puti asuale; gotila; goto; dusun; katamba; ketampa; mantiros; sikuda; ling tjam; ramin,Lencam,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Lethrinus ornatus ; Lethrinus ornatus fish ; ikan Matahari ; aornte emperor fish,100
Maxweber's pipefish,maxweber's pipefish,Cosmocampus maxweberi,,Pipefish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Cosmocampus maxweberi ; Cosmocampus maxweberi fish ; ikan Maxweber's pipefish ; maxweber's pipefish fish,100
Menoda catfish,menoda catfish,Hemibagrus menoda,,Patin,TAWAR,KONSUMSI,NON HIAS,TIDAK,HIGH,Hemibagrus menoda ; Hemibagrus menoda fish ; ikan Menoda catfish ; menoda catfish fish,100
Messmate pipefish,messmate pipefish,Corythoichthys haematopterus,,Pipefish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Corythoichthys haematopterus ; Corythoichthys haematopterus fish ; ikan Messmate pipefish ; messmate pipefish fish,100
Minnow sarasins,sarasins minnow,Oryzias sarasinorum,rono (sulawesi),Bilis,TAWAR,NON KONSUMSI,NON HIAS,TIDAK,HIGH,Oryzias sarasinorum ; Oryzias sarasinorum fish ; ikan Minnow sarasins ; sarasins minnow fish,100
Moa,slender conger,Uroconger lepturus,,Sidat,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Uroconger lepturus ; Uroconger lepturus fish ; ikan Moa ; slender conger fish,100
Mola,silver carp,Hypopthalmichthys molitrix,mola,Chinese carp,TAWAR,KONSUMSI,NON HIAS,TIDAK,HIGH,Hypopthalmichthys molitrix ; Hypopthalmichthys molitrix fish ; ikan Mola ; silver carp fish,100
Money cowrie,money cowrie,Cypraea moneta,,Kerang,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,HIGH,Cypraea moneta ; Cypraea moneta fish ; ikan Money cowrie ; money cowrie fish,100
Moorish Idol,Moorish idol,Zanclus cornutus,Tatape rambai; Buku nuo'o; Ikan hias,Surgeonfish,LAUT,KONSUMSI,HIAS,TIDAK,HIGH,Zanclus cornutus ; Zanclus cornutus fish ; ikan Moorish Idol ; Moorish idol fish,100
Mujair,mozambique tilapia,Oreochromis mosambicus ; Oreochromis mossambicus,mujair; jaer (jawa; mujair (sulsel),Mujair,TAWAR,KONSUMSI,NON HIAS,TIDAK,HIGH,Oreochromis mosambicus ; Oreochromis mosambicus fish ; Oreochromis mossambicus ; Oreochromis mossambicus fish ; ikan Mujair ; mozambique tilapia fish,100
Myer's pipefish,myer's pipefish,Minyichthys myersi,,Pipefish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Minyichthys myersi ; Minyichthys myersi fish ; ikan Myer's pipefish ; myer's pipefish fish,100
Napoleon,humphead wrasse,Cheilinus undulatus,bayeman,Bayeman,LAUT,KONSUMSI,NON HIAS,YA,HIGH,Cheilinus undulatus ; Cheilinus undulatus fish ; ikan Napoleon ; humphead wrasse fish,100
Napoleon maori,oriental maori wrase,Oxycheilinus orientalis,napoleon merah,Napoleon,LAUT,NON KONSUMSI,HIAS,TIDAK,HIGH,Oxycheilinus orientalis ; Oxycheilinus orientalis fish ; ikan Napoleon maori ; oriental maori wrase fish,100
Nautilus berongga,nautilus,Nautilus Pompilius ; Nautilus pompilus,,NAUT,LAUT,KONSUMSI,NON HIAS,YA,HIGH,Nautilus pompilus ; Nautilus pompilus fish ; Nautilus Pompilius ; Nautilus Pompilius fish ; ikan Nautilus berongga ; emperor nautilus fish,100
Neon tetra,neon tetra,Paracheirodon innesi,,Tetra,TAWAR,KONSUMSI,HIAS,TIDAK,HIGH,Paracheirodon innesi ; Paracheirodon innesi fish ; ikan Neon tetra ; neon tetra fish,100
New guinea minidartfish,new guinea minidartfish,Aioliops novaeguineae,,Dartfish,LAUT,KONSUMSI,NON HIAS,TIDAK,HIGH,Aioliops novaeguineae ; Aioliops novaeguineae fish ; ikan New guinea minidartfish ; new guinea minidartfish fish,100
Nila tilapia,nile tilapia,Oreochromis niloticus,nila,Nila,"PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Oreochromis niloticus ; Oreochromis niloticus fish ; ikan Nila tilapia ; nile tilapia fish,100
Nilem,silver sharkminnow; bonylip barb,Osteochilus vittatus,nilem; melem; puyau; palau; tembelikat,Barbus,TAWAR,KONSUMSI,NON HIAS,TIDAK,HIGH,Osteochilus vittatus ; Osteochilus vittatus fish ; ikan Nilem ; silver sharkminnow; bonylip barb fish,100
Nudibranch,celestial phyllidia,Phyllidia coelestis ; Phyllidia varicosa,,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,HIGH,Phyllidia varicosa ; Phyllidia varicosa fish ; Phyllidia coelestis ; Phyllidia coelestis fish ; ikan Nudibranch ; nudibranch fish,100
