species_indonesia,species_english,nama_latin,nama_daerah,kelompok,jenis_perairan,jenis_konsumsi,jenis_hias,jenis_dilindungi,prioritas,search_keywords,min_images
Lepu angin,western scorpionfish,Scorpaena onaria,,Lepu,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Scorpaena onaria ; Scorpaena onaria fish ; ikan Lepu angin ; western scorpionfish fish,50
Lepu barong,absent-minded scorpionfish,Sebastiscus tertius,,Lepu,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Sebastiscus tertius ; Sebastiscus tertius fish ; ikan Lepu barong ; absent-minded scorpionfish fish,50
Lepu batu,izu scorpionfish,Scorpaena izensis,,Lepu,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Scorpaena izensis ; Scorpaena izensis fish ; ikan Lepu batu ; izu scorpionfish fish,50
Lepu eschmeyer's,eschmeyer's scorpionfish,Rhinopias eschmeyeri,,Lepu,LAUT,KONSUMSI,HIAS,TIDAK,LOW,Rhinopias eschmeyeri ; Rhinopias eschmeyeri fish ; ikan Lepu eschmeyer's ; eschmeyer's scorpionfish fish,50
Lepu karang,onestick stingfish,Minous coccineus,,Rainbow,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Minous coccineus ; Minous coccineus fish ; ikan Lepu karang ; onestick stingfish fish,50
Lepu karang,devil stonefish,Scorpaenopsis diabolus,lepu batu; lepu setan,Lepu,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Scorpaenopsis diabolus ; Scorpaenopsis diabolus fish ; ikan Lepu karang ; devil stonefish fish,50
Lepu lacy,lacy scorpionfish,Rhinopias aphanes,,Lepu,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Rhinopias aphanes ; Rhinopias aphanes fish ; ikan Lepu lacy ; lacy scorpionfish fish,50
Lepu orange-banded,orange-banded scorpionfish,Neosebastes entaxis,,Lepu,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Neosebastes entaxis ; Neosebastes entaxis fish ; ikan Lepu orange-banded ; orange-banded scorpionfish fish,50
Lepu papua,papuan scorpionfish,Scorpaenopsis papuensis,,Lepu,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Scorpaenopsis papuensis ; Scorpaenopsis papuensis fish ; ikan Lepu papua ; papuan scorpionfish fish,50
Lepu poss's,poss's scorpionfish,Scorpaenopsis possi,,Lepu,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Scorpaenopsis possi ; Scorpaenopsis possi fish ; ikan Lepu poss's ; poss's scorpionfish fish,50
Lepu ruddy,ruddy scorpionfish,Pontinus rhodochrous,,Lepu,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Pontinus rhodochrous ; Pontinus rhodochrous fish ; ikan Lepu ruddy ; ruddy scorpionfish fish,50
Lepu weedy,weedy  scorpionfish,Rhinopias frondosa,,Lepu,LAUT,KONSUMSI,HIAS,TIDAK,LOW,Rhinopias frondosa ; Rhinopias frondosa fish ; ikan Lepu weedy ; weedy  scorpionfish fish,50
Lepu yellowspotted,yellowspotted scorpionfish,Sebastapistes cyanostigma,,Lepu,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Sebastapistes cyanostigma ; Sebastapistes cyanostigma fish ; ikan Lepu yellowspotted ; yellowspotted scorpionfish fish,50
Lidah,roughscale tonguesole,Cynoglossus lida,lidah,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cynoglossus lida ; Cynoglossus lida fish ; ikan Lidah ; roughscale tonguesole fish,50
Lidah,speckled tonguesole,Cynoglossus puncticeps,,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cynoglossus puncticeps ; Cynoglossus puncticeps fish ; ikan Lidah ; speckled tonguesole fish,50
Lidah,gulf flounder,Paralichthys albigutta,,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Paralichthys albigutta ; Paralichthys albigutta fish ; ikan Lidah ; gulf flounder fish,50
Lidah,peacock sole,Pardachirus pavoninus,kleket,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Pardachirus pavoninus ; Pardachirus pavoninus fish ; ikan Lidah ; peacock sole fish,50
Lidah,four twin-spot flounder,Pseudorhombus diplospilus,sebelah empat-tanda kembar,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Pseudorhombus diplospilus ; Pseudorhombus diplospilus fish ; ikan Lidah ; four twin-spot flounder fish,50
Lidah,deep flounder,Pseudorhombus elevatus,,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Pseudorhombus elevatus ; Pseudorhombus elevatus fish ; ikan Lidah ; deep flounder fish,50
Lidah,malayan flounder,Pseudorhombus malayanus,,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Pseudorhombus malayanus ; Pseudorhombus malayanus fish ; ikan Lidah ; malayan flounder fish,50
Lidah,banded eyed flounder,Soleichthys heterorhinos,,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Soleichthys heterorhinos ; Soleichthys heterorhinos fish ; ikan Lidah ; banded eyed flounder fish,50
Lidah,indo-pacific tonguesole,Symphurus microrhynchus,lendra; plat-plat,Lidah,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Symphurus microrhynchus ; Symphurus microrhynchus fish ; ikan Lidah ; indo-pacific tonguesole fish,50
Lidah,largescale tonguesole,Cynoglossus arel,lendra; plat-plat,Sebelah,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Cynoglossus arel ; Cynoglossus arel fish ; ikan Lidah ; largescale tonguesole fish,50
Lidah,bengal tongue sole,Cynoglossus cynoglossus,,Sebelah,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Cynoglossus cynoglossus ; Cynoglossus cynoglossus fish ; ikan Lidah ; bengal tongue sole fish,50
Lidah,long tongue sole,Cynoglossus lingua,kleket; lendra; lidah lumpur; plat-plat,Sebelah,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Cynoglossus lingua ; Cynoglossus lingua fish ; ikan Lidah ; long tongue sole fish,50
Lidah,blochs tonguesole,Paraplagusia blochii,lendra; plat-plat; lidah lemper,Sebelah,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Paraplagusia blochii ; Paraplagusia blochii fish ; ikan Lidah ; blochs tonguesole fish,50
Lidah,commerson's sole,Synaptura commersonnii,kleket; lendra; lidah lumpur; plat-plat,Lidah,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Synaptura commersonnii ; Synaptura commersonnii fish ; ikan Lidah ; commerson's sole fish,50
Lidah hitam,common sole,Solea solea,sebelah,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Solea solea ; Solea solea fish ; ikan Lidah hitam ; common sole fish,50
Lidah jaring,network sole,Achirus scutum,,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Achirus scutum ; Achirus scutum fish ; ikan Lidah jaring ; network sole fish,50
Lidah lumpur,fourlined tonguesole,Cynoglossus bilineatus,ilat-ilat; tatahan; lidah pasir; akpaak [madura]; lacileh; ikan sebelah; sebelah; lila; opang; empastoe; lempa; para-para lacen,Lidah,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Cynoglossus bilineatus ; Cynoglossus bilineatus fish ; ikan Lidah lumpur ; fourlined tonguesole fish,50
Lidah ovate,ovate sole,Solea ovata,kleket; ilat-ilat,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Solea ovata ; Solea ovata fish ; ikan Lidah ovate ; ovate sole fish,50
Lidah velvety,velvety sole,Brachirus villosus,,Lidah,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Brachirus villosus ; Brachirus villosus fish ; ikan Lidah velvety ; velvety sole fish,50
Lidah zebra,highfin zebra sole,Zebrias altipinnis,kleket; ilat-ilat,Sebelah,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Zebrias altipinnis ; Zebrias altipinnis fish ; ikan Lidah zebra ; highfin zebra sole fish,50
Lindi,slender walking catfish,Clarias nieuhofi,lindi (jakarta);leundi (jawa barat); limabat (sumatera); kaleh (kalimantan),Lele,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Clarias nieuhofi ; Clarias nieuhofi fish ; ikan Lindi ; slender walking catfish fish,50
Linsang,oriental; asian small-clawed otter,Amblonyx cinere,sero ambrang,Berang-berang,TAWAR,NON KONSUMSI,NON HIAS,TIDAK,LOW,Amblonyx cinere ; Amblonyx cinere fish ; ikan Linsang ; oriental; asian small-clawed otter fish,50
Lintah,leech,Hemiclepsis marginata,,Lintah,TAWAR,NON KONSUMSI,NON HIAS,TIDAK,LOW,Hemiclepsis marginata ; Hemiclepsis marginata fish ; ikan Lintah ; leech fish,50
Lintah medis,asian buffalo leech,Hirudo manilensis,,Lintah,TAWAR,NON KONSUMSI,NON HIAS,TIDAK,LOW,Hirudo manilensis ; Hirudo manilensis fish ; ikan Lintah medis ; asian buffalo leech fish,50
Lintah medis,horse leech; european medicinal leech,Hirudo medicinalis,,Lintah,TAWAR,NON KONSUMSI,NON HIAS,TIDAK,LOW,Hirudo medicinalis ; Hirudo medicinalis fish ; ikan Lintah medis ; horse leech; european medicinal leech fish,50
Lobster,canada lobsters,Homarus americanus,tidak ada di indonesia,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Homarus americanus ; Homarus americanus fish ; ikan Lobster ; canada lobsters fish,50
Lobster,blue lobster,Homarus gammarus,,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Homarus gammarus ; Homarus gammarus fish ; ikan Lobster ; blue lobster fish,50
Lobster,butterfly fan lobster,Ibacus peronii,tidak ada di indonesia,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Ibacus peronii ; Ibacus peronii fish ; ikan Lobster ; butterfly fan lobster fish,50
Lobster,red rock lobster; southern rock lobster;  spiny rock lobster,Jasus edwardsii,tidak ada di indonesia,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Jasus edwardsii ; Jasus edwardsii fish ; ikan Lobster ; red rock lobster; southern rock lobster;  spiny rock lobster fish,50
Lobster,caribbean spiny lobster,Panulirus argus,tidak ada di indonesia,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Panulirus argus ; Panulirus argus fish ; ikan Lobster ; caribbean spiny lobster fish,50
Lobster,arabian whip lobster,Puerulus sewelli,,Lobster,"LAUT, PAYAU",KONSUMSI,"HIAS, NON HIAS",TIDAK,LOW,Puerulus sewelli ; Puerulus sewelli fish ; ikan Lobster ; arabian whip lobster fish,50
Lobster,blue mexican crayfish,Cambarellus diminutus,,Lobster,TAWAR,KONSUMSI,HIAS,TIDAK,LOW,Cambarellus diminutus ; Cambarellus diminutus fish ; ikan Lobster ; blue mexican crayfish fish,50
Lobster air tawar,freshwater lobster,Cherax albertisii,huna (irian),Udang,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Cherax albertisii ; Cherax albertisii fish ; ikan Lobster air tawar ; freshwater lobster fish,50
Lobster air tawar,tropical blue crayfish; red claw crayfish,Cherax quadricarinatus,huna australia,Lobster,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,LOW,Cherax quadricarinatus ; Cherax quadricarinatus fish ; ikan Lobster air tawar ; tropical blue crayfish; red claw crayfish fish,50
Lobster bambu,painted spiny lobster;,Panulirus versicolor,lobster kendal,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Panulirus versicolor ; Panulirus versicolor fish ; ikan Lobster bambu ; painted spiny lobster; fish,50
Lobster bambu coklat,grasy-blue spiny lobster; mud spiny lobster,Panulirus polyphagus,lobster jarak,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Panulirus polyphagus ; Panulirus polyphagus fish ; ikan Lobster bambu coklat ; grasy-blue spiny lobster; mud spiny lobster fish,50
Lobster batik,stripe-leg spiny lobster,Panulirus femoristriga,lobster batik,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Panulirus femoristriga ; Panulirus femoristriga fish ; ikan Lobster batik ; stripe-leg spiny lobster fish,50
Lobster batik,long legged spiny lobster,Panulirus longipes,raja udang; udang bunga; bintik seribu,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Panulirus longipes ; Panulirus longipes fish ; ikan Lobster batik ; long legged spiny lobster fish,50
Lobster batok,blunt slipper lobster,Scyllarides squammosus,udang kipas merah,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Scyllarides squammosus ; Scyllarides squammosus fish ; ikan Lobster batok ; blunt slipper lobster fish,50
Lobster batu,pronghorn spiny lobster,Panulirus penicillatus,,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Panulirus penicillatus ; Panulirus penicillatus fish ; ikan Lobster batu ; pronghorn spiny lobster fish,50
Lobster bireng,scalloped spiny lobster,Panulirus homarus,,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Panulirus homarus ; Panulirus homarus fish ; ikan Lobster bireng ; scalloped spiny lobster fish,50
Lobster karang,red swamp crayfish,Procambarus clarkii,,Lobster,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Procambarus clarkii ; Procambarus clarkii fish ; ikan Lobster karang ; red swamp crayfish fish,50
Lobster karang,mexican dwarf crayfish,Cambarellus patzcuarensis,lobster meksiko,Lobster,TAWAR,KONSUMSI,HIAS,TIDAK,LOW,Cambarellus patzcuarensis ; Cambarellus patzcuarensis fish ; ikan Lobster karang ; mexican dwarf crayfish fish,50
Lobster karang,brazos dwarf mexican crayfish,Cambarellus texanus,,Lobster,TAWAR,KONSUMSI,HIAS,TIDAK,LOW,Cambarellus texanus ; Cambarellus texanus fish ; ikan Lobster karang ; brazos dwarf mexican crayfish fish,50
Lobster kipas,blunt slipper lobster,Scyllarides squammosus,udang kipas merah,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Scyllarides squammosus ; Scyllarides squammosus fish ; ikan Lobster kipas ; blunt slipper lobster fish,50
Lobster kipas,caledonian mitten lobster,Pambacus caleodonicus,lobster kipas,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Pambacus caleodonicus ; Pambacus caleodonicus fish ; ikan Lobster kipas ; caledonian mitten lobster fish,50
Lobster kipas,flathead lobster,Thenus orientalis,lobster kipas,Lobster,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Thenus orientalis ; Thenus orientalis fish ; ikan Lobster kipas ; flathead lobster fish,50
Lobster kipas hitam,sculptured mitten lobster,Parribacus antarchicus,,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Parribacus antarchicus ; Parribacus antarchicus fish ; ikan Lobster kipas hitam ; sculptured mitten lobster fish,50
Lobster merah,blunt slipper lobster,Scyllarides squammosus,udang kipas merah,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Scyllarides squammosus ; Scyllarides squammosus fish ; ikan Lobster merah ; blunt slipper lobster fish,50
Lobster merah,indo-pacific furry lobster; red furry lobster,Palinurellus wieneckii,lobster merah,Lobster,LAUT,KONSUMSI,HIAS,TIDAK,LOW,Palinurellus wieneckii ; Palinurellus wieneckii fish ; ikan Lobster merah ; indo-pacific furry lobster; red furry lobster fish,50
Lobster mexico,mini mexican crayfish,Procambarus mexicanus,,Lobster,"TAWAR, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Procambarus mexicanus ; Procambarus mexicanus fish ; ikan Lobster mexico ; mini mexican crayfish fish,50
Lobster mutiara,ornate spiny lobster,Panulirus ornatus,udang ketangan,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Panulirus ornatus ; Panulirus ornatus fish ; ikan Lobster mutiara ; ornate spiny lobster fish,50
Lobster norway,norway lobster,Nephrops norvegicus,,Udang,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Nephrops norvegicus ; Nephrops norvegicus fish ; ikan Lobster norway ; norway lobster fish,50
Lobster pakistan,grasy-blue spiny lobster; mud spiny lobster,Panulirus polyphagus,lobster jarak,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Panulirus polyphagus ; Panulirus polyphagus fish ; ikan Lobster pakistan ; grasy-blue spiny lobster; mud spiny lobster fish,50
Lobster pasir,scalloped spiny lobster,Panulirus homarus,,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Panulirus homarus ; Panulirus homarus fish ; ikan Lobster pasir ; scalloped spiny lobster fish,50
Lobster pasir,flathead lobster,Thenus orientalis,lobster kipas,Lobster,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Thenus orientalis ; Thenus orientalis fish ; ikan Lobster pasir ; flathead lobster fish,50
Lobster tape,blunt slipper lobster,Scyllarides squammosus,udang kipas merah,Lobster,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Scyllarides squammosus ; Scyllarides squammosus fish ; ikan Lobster tape ; blunt slipper lobster fish,50
Lobster zebra,crayfish; asian tiger lobster,Cherax misolicus,lobster zebra,Lobster,TAWAR,KONSUMSI,"HIAS, NON HIAS",TIDAK,LOW,Cherax misolicus ; Cherax misolicus fish ; ikan Lobster zebra ; crayfish; asian tiger lobster fish,50
Lodem,chocolate surgeonfish; mimic surgeonfish,Acanthurus pyroferus,lodem,Lodem,LAUT,KONSUMSI,HIAS,TIDAK,LOW,Acanthurus pyroferus ; Acanthurus pyroferus fish ; ikan Lodem ; chocolate surgeonfish; mimic surgeonfish fish,50
Lola,top shells,Rochia nilotica,susu bundar,Kerang,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Rochia nilotica ; Rochia nilotica fish ; ikan Lola ; top shells fish,50
Lola,top shell; commercial top,Rochia nilotica,susu bundar,Kerang,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Rochia nilotica ; Rochia nilotica fish ; ikan Lola ; top shell; commercial top fish,50
Lola putih,troque obelisque,Tectus pyramis,,Kerang,"LAUT, PAYAU, TAWAR",KONSUMSI,NON HIAS,TIDAK,LOW,Tectus pyramis ; Tectus pyramis fish ; ikan Lola putih ; troque obelisque fish,50
Lombok swallowtail,lombok swallowtail,Odontanthias randalli,kerapu,Kakap,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Odontanthias randalli ; Odontanthias randalli fish ; ikan Lombok swallowtail ; lombok swallowtail fish,50
Longfin perchlet,longfin perchlet,Plectranthias longimanus,,Kerapu,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Plectranthias longimanus ; Plectranthias longimanus fish ; ikan Longfin perchlet ; longfin perchlet fish,50
Longnose gar,longnose gar,Lepisosteus osseus,,Aligator,"PAYAU, TAWAR",NON KONSUMSI,HIAS,TIDAK,LOW,Lepisosteus osseus ; Lepisosteus osseus fish ; ikan Longnose gar ; longnose gar fish,50
Lonjong,longfin silverbiddy; longfin majorra,Pentaprion longimanus,lonjong; hajam; rengganis,Kapas-kapas,"LAUT, PAYAU",KONSUMSI,NON HIAS,TIDAK,LOW,Pentaprion longimanus ; Pentaprion longimanus fish ; ikan Lonjong ; longfin silverbiddy; longfin majorra fish,50
Lukas,signal barb,Labiobarbus festivus,lukas; lambak,Barbus,TAWAR,NON KONSUMSI,HIAS,TIDAK,LOW,Labiobarbus festivus ; Labiobarbus festivus fish ; ikan Lukas ; signal barb fish,50
Lukas,barb,Barbonymus balleroides,lalawak; baderbang; bader,Barbus,TAWAR,KONSUMSI,NON HIAS,TIDAK,LOW,Barbonymus balleroides ; Barbonymus balleroides fish ; ikan Lukas ; barb fish,50
Lumba-lumba abu-abu,rissoss dolphin,Grampus griseus,lumba-lumba risso,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,LOW,Grampus griseus ; Grampus griseus fish ; ikan Lumba-lumba abu-abu ; rissoss dolphin fish,50
Lumba-lumba abu-abu,indo-pacific bottlenose dolphin,Tursiop aduncus,lumba-lumba hidung botol samudera hindia; lumba-lumba hidung botol indo-pasifik,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,LOW,Tursiop aduncus ; Tursiop aduncus fish ; ikan Lumba-lumba abu-abu ; indo-pacific bottlenose dolphin fish,50
Lumba-lumba bergaris,striped dolphin,Stenella coeruleoalba,lumba-lumba garis,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,LOW,Stenella coeruleoalba ; Stenella coeruleoalba fish ; ikan Lumba-lumba bergaris ; striped dolphin fish,50
Lumba-lumba biasa,short beaked common dolphin,Delphinus delphis,lumba-lumba moncong pendek,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,LOW,Delphinus delphis ; Delphinus delphis fish ; ikan Lumba-lumba biasa ; short beaked common dolphin fish,50
Lumba-lumba fraser,fraser dolphin,Lagenodelphis hosei,lumba-lumba fraser,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,LOW,Lagenodelphis hosei ; Lagenodelphis hosei fish ; ikan Lumba-lumba fraser ; fraser dolphin fish,50
Lumba-lumba gigi kasar,rough toohed dolphin,Steno bredanensis,lumba-lumba gigi pasar,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,LOW,Steno bredanensis ; Steno bredanensis fish ; ikan Lumba-lumba gigi kasar ; rough toohed dolphin fish,50
Lumba-lumba hidung botol,bottlenose dolphin,Tursiops truncatus,lumba-lumba hidung botol biasa,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,LOW,Tursiops truncatus ; Tursiops truncatus fish ; ikan Lumba-lumba hidung botol ; bottlenose dolphin fish,50
Lumba-lumba hitam,indo-pacific bottlenose dolphin,Tursiop aduncus,lumba-lumba hidung botol samudera hindia; lumba-lumba hidung botol indo-pasifik,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,LOW,Tursiop aduncus ; Tursiop aduncus fish ; ikan Lumba-lumba hitam ; indo-pacific bottlenose dolphin fish,50
Lumba-lumba moncong panjang,long beaked common dolphin,Delphinus capensis,lumba-lumba moncong panjang,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,LOW,Delphinus capensis ; Delphinus capensis fish ; ikan Lumba-lumba moncong panjang ; long beaked common dolphin fish,50
Lumba-lumba paruh panjang,spinner dolphin,Stenella longirostris,lumba-lumba pemintal,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,LOW,Stenella longirostris ; Stenella longirostris fish ; ikan Lumba-lumba paruh panjang ; spinner dolphin fish,50
Lumba-lumba paus kanan,southern right whale,Lissodelphis peronii,,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,LOW,Lissodelphis peronii ; Lissodelphis peronii fish ; ikan Lumba-lumba paus kanan ; southern right whale fish,50
Lumba-lumba putih,indo-pacific humpback dolphin,Sousa chinensis,lumba lumba punggung bungkuk indo pasifil; lumba-lumba totol; lumba-lumba babi laut;,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,LOW,Sousa chinensis ; Sousa chinensis fish ; ikan Lumba-lumba putih ; indo-pacific humpback dolphin fish,50
Lumba-lumba putih,indo-pasific humpback dolphin,Sausa chinensis,lumba-lumba putih china,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,TIDAK,LOW,Sausa chinensis ; Sausa chinensis fish ; ikan Lumba-lumba putih ; indo-pasific humpback dolphin fish,50
Lumba-lumba tak bersirip,finless porpoises,Neophocaena phocaenoides,lumba-lumba tanpa sirip,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,LOW,Neophocaena phocaenoides ; Neophocaena phocaenoides fish ; ikan Lumba-lumba tak bersirip ; finless porpoises fish,50
Lumba-lumba timah,indo-pacific humpback dolphin,Sousa chinensis,lumba lumba punggung bungkuk indo pasifil; lumba-lumba totol; lumba-lumba babi laut;,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,LOW,Sousa chinensis ; Sousa chinensis fish ; ikan Lumba-lumba timah ; indo-pacific humpback dolphin fish,50
Lumba-lumba totol,pantropical spotted dolphin,Stenella attenuata,lumba-lumba bercak,Lumba-lumba,LAUT,NON KONSUMSI,NON HIAS,YA,LOW,Stenella attenuata ; Stenella attenuata fish ; ikan Lumba-lumba totol ; pantropical spotted dolphin fish,50
Lumbalumba hidung botol indopasifik,acific ottlenose olphin,Tursiops Aduncus,,LUMB,LAUT,Tidak,Tidak,YA,LOW,Tursiops Aduncus ; Tursiops Aduncus fish ; ikan Lumbalumba hidung botol indopasifik ; acific ottlenose olphin fish,50
Luna kerang,pila globosa,Pila globosa,,Siput,"LAUT, PAYAU, TAWAR",KONSUMSI,HIAS,TIDAK,LOW,Pila globosa ; Pila globosa fish ; ikan Luna kerang ; pila globosa fish,50
Mala,naked-headed sea bream; forktail bigeye bream forktail large-eye bream,Gymnocranius elongatus,mala; ikan asual; asuan; gotila; gopo; ketamba lencam; matahari; ramin dan sikuda.,Kurisi,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Gymnocranius elongatus ; Gymnocranius elongatus fish ; ikan Mala ; naked-headed sea bream; forktail bigeye bream forktail large-eye bream fish,50
Mamar,white-patch tuskfish,Choerodon oligacanthus,bayeman,Napoleon,LAUT,KONSUMSI,NON HIAS,TIDAK,LOW,Choerodon oligacanthus ; Choerodon oligacanthus fish ; ikan Mamar ; white-patch tuskfish fish,50
